energy,cubicRoot,strain,alphaJutzi,pressure
633.754800,1.000000,0.000000,1.000000,-4351041000.000000
441.932600,1.000000,0.000000,1.000000,-252514200.000000
466.053500,1.000000,0.000000,1.000000,-3104887000.000000
66.945060,1.000000,0.000000,1.000000,-419352200.000000
201.505200,1.000000,0.000000,1.000000,-1742670000.000000
848.638800,1.000000,0.000000,1.000000,-526891700.000000
85.306750,1.000000,0.000000,1.000000,-610359000.000000
1575.437000,1.000000,0.000000,1.000000,-2309486000.000000
1455.233000,1.000000,0.000000,1.000000,-2773055000.000000
82.994530,1.000000,0.000000,1.000000,-559275400.000000
33.964110,1.000000,0.000000,1.000000,-363183000.000000
529.826600,1.000000,0.000000,1.000000,-1384378000.000000
84.472060,1.000000,0.000000,1.000000,-561052700.000000
1725.513000,1.000000,0.000000,1.000000,-3707758000.000000
207.748900,1.000000,0.000000,1.000000,-1523680000.000000
4904.938000,1.000000,0.000000,1.000000,-3928574000.000000
150.064300,1.000000,0.000000,1.000000,-1266727000.000000
1576.561000,1.000000,0.000000,1.000000,-6615936000.000000
2016.153000,1.000000,0.000000,1.000000,-5624470000.000000
361.703300,1.000000,0.000000,1.000000,-2340425000.000000
1588.881000,1.000000,0.000000,1.000000,-6045803000.000000
832.535600,1.000000,0.000000,1.000000,-1631856000.000000
6743.878000,1.000000,0.000000,1.000000,-1332909000.000000
8152.556000,1.000000,0.000000,1.000000,-5164284000.000000
376.287600,1.000000,0.000000,1.000000,-593300800.000000
424.774400,1.000000,0.000000,1.000000,-596538800.000000
249.452500,1.000000,0.000000,1.000000,-1584293000.000000
1108.361000,1.000000,0.000000,1.000000,-371411400.000000
1903.082000,1.000000,0.000000,1.000000,-1592183000.000000
553.153500,1.000000,0.000000,1.000000,-2553492000.000000
825.440200,1.000000,0.000000,1.000000,-2217380000.000000
198.977900,1.000000,0.000000,1.000000,-702915700.000000
627.518100,1.000000,0.000000,1.000000,-3369594000.000000
1608.624000,1.000000,0.000000,1.000000,-5155163000.000000
204.205100,1.000000,0.000000,1.000000,-1582081000.000000
43.899530,1.000000,0.000000,1.000000,-386728600.000000
790.003700,1.000000,0.000000,1.000000,-3228059000.000000
595.652900,1.000000,0.000000,1.000000,-2574453000.000000
444.897800,1.000000,0.000000,1.000000,-1830431000.000000
5156.873000,1.000000,0.000000,1.000000,-4939725000.000000
186.390000,1.000000,0.000000,1.000000,-1271611000.000000
454.410500,1.000000,0.000000,1.000000,-2285078000.000000
23718.250000,1.000000,0.000000,1.000000,-5334662000.000000
193.841100,1.000000,0.000000,1.000000,-2990319000.000000
420.095700,1.000000,0.000000,1.000000,-766227700.000000
294.204700,1.000000,0.000000,1.000000,-500820100.000000
405.750500,1.000000,0.000000,1.000000,-2044670000.000000
762.703400,1.000000,0.000000,1.000000,-4742640000.000000
206.188000,1.000000,0.000000,1.000000,-1956884000.000000
689.367000,1.000000,0.000000,1.000000,-4922949000.000000
164.094600,1.000000,0.000000,1.000000,-1629006000.000000
177.906800,1.000000,0.000000,1.000000,-707869100.000000
142.597300,1.000000,0.000000,1.000000,-2119438000.000000
289.119800,1.000000,0.000000,1.000000,-1261220000.000000
118.147200,1.000000,0.000000,1.000000,-1011858000.000000
9743.805000,1.000000,0.000000,1.000000,-2002524000.000000
6506.614000,1.000000,0.000000,1.000000,-1574833000.000000
103.725500,1.000000,0.000000,1.000000,-462896600.000000
206.362400,1.000000,0.000000,1.000000,-2345544000.000000
716.180400,1.000000,0.000000,1.000000,-195232000.000000
4085.381000,1.000000,0.000000,1.000000,-3689189000.000000
19922.880000,1.000000,0.000000,1.000000,-5465655000.000000
442.892000,1.000000,0.000000,1.000000,-1352520000.000000
128.825500,1.000000,0.000000,1.000000,-560257400.000000
414.295100,1.000000,0.000000,1.000000,-2934070000.000000
675.452600,1.000000,0.000000,1.000000,-1101045000.000000
327.273900,1.000000,0.000000,1.000000,-4778114000.000000
3960.501000,1.000000,0.000000,1.000000,-6430393000.000000
16505.390000,1.000000,0.000000,1.000000,-6629916000.000000
101.913900,1.000000,0.000000,1.000000,-531829600.000000
380.263800,1.000000,0.000000,1.000000,-2331623000.000000
103.229700,1.000000,0.000000,1.000000,-1628714000.000000
462.615500,1.000000,0.000000,1.000000,-178302300.000000
