energy,cubicRoot,strain,alphaJutzi,pressure
281036.700000,1.000000,0.000000,1.000000,-3809849000.000000
466.762800,1.000000,0.000000,1.000000,-2152574000.000000
1040.083000,1.000000,0.000000,1.000000,-4222586000.000000
635.361100,1.000000,0.000000,1.000000,-3822592000.000000
1061.538000,1.000000,0.000000,1.000000,-2846300000.000000
425.409900,1.000000,0.000000,1.000000,-1962898000.000000
1042.866000,1.000000,0.000000,1.000000,-2744736000.000000
3080.186000,1.000000,0.000000,1.000000,-6482486000.000000
120713.000000,1.000000,0.000000,1.000000,-4468563000.000000
2070.372000,1.000000,0.000000,1.000000,-4169412000.000000
1042.379000,1.000000,0.000000,1.000000,-5967720000.000000
720.834500,1.000000,0.000000,1.000000,-913715100.000000
393.942300,1.000000,0.000000,1.000000,-1743368000.000000
275453.100000,1.000000,0.000000,1.000000,-4394460000.000000
689.442400,1.000000,0.000000,1.000000,-1085216000.000000
315.235800,1.000000,0.000000,1.000000,-5325576000.000000
1341.331000,1.000000,0.000000,1.000000,-1584093000.000000
16604.260000,1.000000,0.000000,1.000000,-6454438000.000000
1844.714000,1.000000,0.000000,1.000000,-3258554000.000000
8696.435000,1.000000,0.000000,1.000000,-6563943000.000000
2983.373000,1.000000,0.000000,1.000000,-6534446000.000000
3859.248000,1.000000,0.000000,1.000000,-6511550000.000000
3036.257000,1.000000,0.000000,1.000000,-6534116000.000000
894.022300,1.000000,0.000000,1.000000,-3834844000.000000
410.989300,1.000000,0.000000,1.000000,-1220286000.000000
4233.143000,1.000000,0.000000,1.000000,-6537813000.000000
356.062400,1.000000,0.000000,1.000000,-1288273000.000000
851.877900,1.000000,0.000000,1.000000,-4881262000.000000
2047.199000,1.000000,0.000000,1.000000,-6004454000.000000
2039.350000,1.000000,0.000000,1.000000,-6665947000.000000
2835.656000,1.000000,0.000000,1.000000,-3649284000.000000
1801.078000,1.000000,0.000000,1.000000,-6618180000.000000
2433.621000,1.000000,0.000000,1.000000,-5954225000.000000
3123.486000,1.000000,0.000000,1.000000,-3985624000.000000
626.681600,1.000000,0.000000,1.000000,-1831706000.000000
2111.922000,1.000000,0.000000,1.000000,-5759113000.000000
4818.054000,1.000000,0.000000,1.000000,-823091300.000000
20388.910000,1.000000,0.000000,1.000000,-6086238000.000000
1990004.000000,1.000000,0.000000,1.000000,-2420431000.000000
2551.256000,1.000000,0.000000,1.000000,-6668108000.000000
2189.601000,1.000000,0.000000,1.000000,-3507084000.000000
27718.420000,1.000000,0.000000,1.000000,-5806704000.000000
985.425300,1.000000,0.000000,1.000000,-2208746000.000000
1235.791000,1.000000,0.000000,1.000000,-6662162000.000000
1956.661000,1.000000,0.000000,1.000000,-6660467000.000000
2099.920000,1.000000,0.000000,1.000000,-6627299000.000000
714.976000,1.000000,0.000000,1.000000,-1989369000.000000
328.992300,1.000000,0.000000,1.000000,-1080652000.000000
148.752900,1.000000,0.000000,1.000000,-1300101000.000000
20895.040000,1.000000,0.000000,1.000000,-5883249000.000000
171684.900000,1.000000,0.000000,1.000000,-4759936000.000000
1313.747000,1.000000,0.000000,1.000000,-2991959000.000000
3845.228000,1.000000,0.000000,1.000000,-6522021000.000000
9351.943000,1.000000,0.000000,1.000000,-2743136000.000000
1353.527000,1.000000,0.000000,1.000000,-3539056000.000000
570.815500,1.000000,0.000000,1.000000,-2049433000.000000
1389.910000,1.000000,0.000000,1.000000,-2416379000.000000
4739.173000,1.000000,0.000000,1.000000,-5493443000.000000
315.381800,1.000000,0.000000,1.000000,-911518800.000000
10524.460000,1.000000,0.000000,1.000000,-6290677000.000000
271.515100,1.000000,0.000000,1.000000,-4746229000.000000
2151.601000,1.000000,0.000000,1.000000,-5975341000.000000
442.268100,1.000000,0.000000,1.000000,-2903881000.000000
4009.308000,1.000000,0.000000,1.000000,-6613376000.000000
1515.064000,1.000000,0.000000,1.000000,-2762800000.000000
15391.450000,1.000000,0.000000,1.000000,-5619574000.000000
57384.340000,1.000000,0.000000,1.000000,-5717548000.000000
17080.400000,1.000000,0.000000,1.000000,-5447683000.000000
7381.321000,1.000000,0.000000,1.000000,-1942499000.000000
1604.601000,1.000000,0.000000,1.000000,-6669616000.000000
43942.380000,1.000000,0.000000,1.000000,-6549580000.000000
2779.606000,1.000000,0.000000,1.000000,-5371823000.000000
648.079100,1.000000,0.000000,1.000000,-2767989000.000000
1085.595000,1.000000,0.000000,1.000000,-1098120000.000000
15209.730000,1.000000,0.000000,1.000000,-2757755000.000000
12323.660000,1.000000,0.000000,1.000000,-1736439000.000000
754975.300000,1.000000,0.000000,1.000000,-4047849000.000000
1011.856000,1.000000,0.000000,1.000000,-5261458000.000000
3045.901000,1.000000,0.000000,1.000000,-3931015000.000000
1593.711000,1.000000,0.000000,1.000000,-3020752000.000000
2543.693000,1.000000,0.000000,1.000000,-3615589000.000000
967.146100,1.000000,0.000000,1.000000,-2256697000.000000
825.440200,1.000000,0.000000,1.000000,-2217380000.000000
266380.800000,1.000000,0.000000,1.000000,-4200700000.000000
11983.580000,1.000000,0.000000,1.000000,-6389735000.000000
2137.756000,1.000000,0.000000,1.000000,-4873962000.000000
544.117400,1.000000,0.000000,1.000000,-827343700.000000
1133.912000,1.000000,0.000000,1.000000,-4726082000.000000
665.278800,1.000000,0.000000,1.000000,-1553627000.000000
1275.100000,1.000000,0.000000,1.000000,-6297049000.000000
918.176800,1.000000,0.000000,1.000000,-3070056000.000000
507.791400,1.000000,0.000000,1.000000,-1185680000.000000
990.672000,1.000000,0.000000,1.000000,-3922505000.000000
2273.322000,1.000000,0.000000,1.000000,-2455625000.000000
1058.639000,1.000000,0.000000,1.000000,-4029608000.000000
1390.468000,1.000000,0.000000,1.000000,-6381378000.000000
32338.380000,1.000000,0.000000,1.000000,-5638562000.000000
807.969400,1.000000,0.000000,1.000000,-3086570000.000000
3623.644000,1.000000,0.000000,1.000000,-6239407000.000000
11588.330000,1.000000,0.000000,1.000000,-6469741000.000000
49421.140000,1.000000,0.000000,1.000000,-5230056000.000000
2094.128000,1.000000,0.000000,1.000000,-1057428000.000000
1372.480000,1.000000,0.000000,1.000000,-1590268000.000000
1035.221000,1.000000,0.000000,1.000000,-6258979000.000000
503.969100,1.000000,0.000000,1.000000,-1910384000.000000
4863.588000,1.000000,0.000000,1.000000,-6661662000.000000
1549.090000,1.000000,0.000000,1.000000,-4263798000.000000
455.213300,1.000000,0.000000,1.000000,-1347545000.000000
234868.700000,1.000000,0.000000,1.000000,-4444667000.000000
3941.364000,1.000000,0.000000,1.000000,-2231184000.000000
325.801100,1.000000,0.000000,1.000000,-1731318000.000000
2085.641000,1.000000,0.000000,1.000000,-5322422000.000000
56140.250000,1.000000,0.000000,1.000000,-6324623000.000000
26261.650000,1.000000,0.000000,1.000000,-6587312000.000000
3824.986000,1.000000,0.000000,1.000000,-474957200.000000
804.571000,1.000000,0.000000,1.000000,-1786752000.000000
1994.265000,1.000000,0.000000,1.000000,-6667362000.000000
4030.354000,1.000000,0.000000,1.000000,-359053900.000000
8829.812000,1.000000,0.000000,1.000000,-1536120000.000000
22460.660000,1.000000,0.000000,1.000000,-4980260000.000000
360.286400,1.000000,0.000000,1.000000,-1435015000.000000
109.320800,1.000000,0.000000,1.000000,-900808000.000000
158.905900,1.000000,0.000000,1.000000,-668618700.000000
4603.307000,1.000000,0.000000,1.000000,-6396539000.000000
4133.600000,1.000000,0.000000,1.000000,-749891300.000000
19460.690000,1.000000,0.000000,1.000000,-6447939000.000000
628.573000,1.000000,0.000000,1.000000,-3191786000.000000
1199.368000,1.000000,0.000000,1.000000,-1405456000.000000
3083.366000,1.000000,0.000000,1.000000,-6425460000.000000
33221.790000,1.000000,0.000000,1.000000,-4718632000.000000
253.300100,1.000000,0.000000,1.000000,-1465791000.000000
409.577000,1.000000,0.000000,1.000000,-989541200.000000
986.850700,1.000000,0.000000,1.000000,-3510435000.000000
1077.432000,1.000000,0.000000,1.000000,-3641942000.000000
2866.995000,1.000000,0.000000,1.000000,-6579737000.000000
10502.600000,1.000000,0.000000,1.000000,-3958202000.000000
310713.900000,1.000000,0.000000,1.000000,-4924089000.000000
1384.274000,1.000000,0.000000,1.000000,-238124900.000000
471.867200,1.000000,0.000000,1.000000,-1886455000.000000
3241.978000,1.000000,0.000000,1.000000,-2671938000.000000
1866.730000,1.000000,0.000000,1.000000,-1411194000.000000
3601.897000,1.000000,0.000000,1.000000,-6601086000.000000
6489.475000,1.000000,0.000000,1.000000,-5990392000.000000
56858.600000,1.000000,0.000000,1.000000,-5980842000.000000
36571.700000,1.000000,0.000000,1.000000,-5736158000.000000
8364.740000,1.000000,0.000000,1.000000,-6048754000.000000
5584.601000,1.000000,0.000000,1.000000,-2375061000.000000
369.741600,1.000000,0.000000,1.000000,-1965200000.000000
137666.100000,1.000000,0.000000,1.000000,-4991759000.000000
1671.689000,1.000000,0.000000,1.000000,-6666716000.000000
1519.775000,1.000000,0.000000,1.000000,-6283253000.000000
2996.792000,1.000000,0.000000,1.000000,-2055670000.000000
1326.948000,1.000000,0.000000,1.000000,-6671329000.000000
123099.100000,1.000000,0.000000,1.000000,-4506500000.000000
398.889000,1.000000,0.000000,1.000000,-1255057000.000000
194012.500000,1.000000,0.000000,1.000000,-5847779000.000000
607.648300,1.000000,0.000000,1.000000,-1434031000.000000
130537.300000,1.000000,0.000000,1.000000,-5396404000.000000
894.046300,1.000000,0.000000,1.000000,-1049549000.000000
691.196400,1.000000,0.000000,1.000000,-2262156000.000000
377.863400,1.000000,0.000000,1.000000,-1362133000.000000
738.412100,1.000000,0.000000,1.000000,-3857190000.000000
12972.900000,1.000000,0.000000,1.000000,-5668377000.000000
1725.513000,1.000000,0.000000,1.000000,-3707758000.000000
316917.100000,1.000000,0.000000,1.000000,-4318614000.000000
19916.590000,1.000000,0.000000,1.000000,-6216432000.000000
20562.520000,1.000000,0.000000,1.000000,-6117226000.000000
553.652500,1.000000,0.000000,1.000000,-1918823000.000000
4767.116000,1.000000,0.000000,1.000000,-5758540000.000000
95403.870000,1.000000,0.000000,1.000000,-4561544000.000000
667.462400,1.000000,0.000000,1.000000,-2134290000.000000
346.513500,1.000000,0.000000,1.000000,-1323241000.000000
1350.098000,1.000000,0.000000,1.000000,-1876692000.000000
2882.225000,1.000000,0.000000,1.000000,-6159460000.000000
513.637000,1.000000,0.000000,1.000000,-1867088000.000000
1239.457000,1.000000,0.000000,1.000000,-3373734000.000000
1811.296000,1.000000,0.000000,1.000000,-6427163000.000000
473314.000000,1.000000,0.000000,1.000000,-3904568000.000000
10837.630000,1.000000,0.000000,1.000000,-3225207000.000000
692.982700,1.000000,0.000000,1.000000,-1689698000.000000
9129.364000,1.000000,0.000000,1.000000,-6255711000.000000
1038.014000,1.000000,0.000000,1.000000,-543063400.000000
75604.260000,1.000000,0.000000,1.000000,-5048593000.000000
942.076100,1.000000,0.000000,1.000000,-3519945000.000000
2074.413000,1.000000,0.000000,1.000000,-6645773000.000000
9823.142000,1.000000,0.000000,1.000000,-6581596000.000000
489918.800000,1.000000,0.000000,1.000000,-4421824000.000000
463.457200,1.000000,0.000000,1.000000,-1527075000.000000
2877.901000,1.000000,0.000000,1.000000,-2867035000.000000
757.747100,1.000000,0.000000,1.000000,-2602920000.000000
115310.300000,1.000000,0.000000,1.000000,-5162112000.000000
7533.161000,1.000000,0.000000,1.000000,-5608250000.000000
509.186800,1.000000,0.000000,1.000000,-2023274000.000000
2163.530000,1.000000,0.000000,1.000000,-2972394000.000000
292.676200,1.000000,0.000000,1.000000,-2254941000.000000
1673.149000,1.000000,0.000000,1.000000,-6639977000.000000
35736.890000,1.000000,0.000000,1.000000,-6504421000.000000
1306.132000,1.000000,0.000000,1.000000,-2534699000.000000
881.132000,1.000000,0.000000,1.000000,-5955950000.000000
993.608500,1.000000,0.000000,1.000000,-6380384000.000000
476.285800,1.000000,0.000000,1.000000,-1464464000.000000
2757.895000,1.000000,0.000000,1.000000,-6529838000.000000
3237.124000,1.000000,0.000000,1.000000,-6660102000.000000
240.030500,1.000000,0.000000,1.000000,-1703733000.000000
2514.597000,1.000000,0.000000,1.000000,-6656014000.000000
868.979600,1.000000,0.000000,1.000000,-2718921000.000000
1262.156000,1.000000,0.000000,1.000000,-3659480000.000000
4661.124000,1.000000,0.000000,1.000000,-6661231000.000000
247.575500,1.000000,0.000000,1.000000,-2096084000.000000
6565.016000,1.000000,0.000000,1.000000,-5850427000.000000
1168.193000,1.000000,0.000000,1.000000,-3823787000.000000
501.523500,1.000000,0.000000,1.000000,-2057255000.000000
3735.897000,1.000000,0.000000,1.000000,-2701807000.000000
772.082800,1.000000,0.000000,1.000000,-1974451000.000000
1047.518000,1.000000,0.000000,1.000000,-3867982000.000000
974.647800,1.000000,0.000000,1.000000,-1830241000.000000
676.481300,1.000000,0.000000,1.000000,-1123211000.000000
6619.411000,1.000000,0.000000,1.000000,-6300579000.000000
43069.820000,1.000000,0.000000,1.000000,-6092668000.000000
2653.574000,1.000000,0.000000,1.000000,-227777900.000000
449.313800,1.000000,0.000000,1.000000,-910246300.000000
1056.135000,1.000000,0.000000,1.000000,-3889436000.000000
7054.176000,1.000000,0.000000,1.000000,-6602448000.000000
1367.695000,1.000000,0.000000,1.000000,-3554638000.000000
257.028000,1.000000,0.000000,1.000000,-1640230000.000000
508.336400,1.000000,0.000000,1.000000,-6117030000.000000
847.956100,1.000000,0.000000,1.000000,-1980968000.000000
736.219900,1.000000,0.000000,1.000000,-3819537000.000000
1575.374000,1.000000,0.000000,1.000000,-2883305000.000000
75339.830000,1.000000,0.000000,1.000000,-6156760000.000000
226.837400,1.000000,0.000000,1.000000,-1378066000.000000
540745.700000,1.000000,0.000000,1.000000,-3998351000.000000
2703.123000,1.000000,0.000000,1.000000,-6664597000.000000
34154.620000,1.000000,0.000000,1.000000,-5223605000.000000
7644.125000,1.000000,0.000000,1.000000,-4940579000.000000
145.617100,1.000000,0.000000,1.000000,-933549200.000000
6756.229000,1.000000,0.000000,1.000000,-2084687000.000000
88861.860000,1.000000,0.000000,1.000000,-6435868000.000000
6469.677000,1.000000,0.000000,1.000000,-6641559000.000000
3933.492000,1.000000,0.000000,1.000000,-4698872000.000000
642.718100,1.000000,0.000000,1.000000,-440972700.000000
2634.536000,1.000000,0.000000,1.000000,-6661816000.000000
16191.330000,1.000000,0.000000,1.000000,-6484732000.000000
1010.886000,1.000000,0.000000,1.000000,-1788279000.000000
1135.908000,1.000000,0.000000,1.000000,-6147214000.000000
22634.810000,1.000000,0.000000,1.000000,-5546725000.000000
2956.294000,1.000000,0.000000,1.000000,-6665474000.000000
520.163500,1.000000,0.000000,1.000000,-3230111000.000000
268725.300000,1.000000,0.000000,1.000000,-4569720000.000000
144.691700,1.000000,0.000000,1.000000,-906575100.000000
6546.872000,1.000000,0.000000,1.000000,-6298094000.000000
3438.286000,1.000000,0.000000,1.000000,-2773912000.000000
1013.039000,1.000000,0.000000,1.000000,-2837978000.000000
475.661400,1.000000,0.000000,1.000000,-1232038000.000000
4045.563000,1.000000,0.000000,1.000000,-6278484000.000000
1289.421000,1.000000,0.000000,1.000000,-3113733000.000000
5187.800000,1.000000,0.000000,1.000000,-2066303000.000000
1737.793000,1.000000,0.000000,1.000000,-5858345000.000000
171.439200,1.000000,0.000000,1.000000,-1077670000.000000
915.415300,1.000000,0.000000,1.000000,-4135740000.000000
254362.000000,1.000000,0.000000,1.000000,-4788524000.000000
1773.779000,1.000000,0.000000,1.000000,-4438101000.000000
